Facility_Name,Instrument_Type,Instrument_Model,Run_ID,Operator_ID,Protocol_Name,Protocol_Version,Reagent_Kit,Sample_Type,Sample_ID,QC_Status,QC_Score_PreNorm,QC_Score_PostNorm,Turnaround_Time_days,Data_Volume_GB,Data_Completeness_pct,Audit_Trail_Complete,Field_Source,Timestamp_Captured,Version,Validation_Status,Dataset_Type,Licensing_Status,Value_$,Read_1_Length,Read_2_Length,Indices_1_Length,Indices_2_Length,PhiX_pct,Order_Date,Total_Amount,Fulfillment_Status,Primary_Data_Size_GB,Primary_Data_Hash,Primary_Data_Link,Normalization_Status
Genomics Core A,Illumina NextSeq,NovaSeq 6000 S4,RUN_V1ZKZ1V,OP_HZG0,WGS PCR-Free,v3.3,Rapid Barcoding 24,Organoid,S_JRVIWGMGG,Pass,82,85.4,4.3,65.8,98,Y,Instrument Log,5/9/25 0:00,3.5,In Review,QC_Logs,Ready,7900,151,151,8,8,1.21,9/30/25,6400,COMPLETED,30.3,9f7ec43c35394aedf073eb59977075dd,s3://ga-tech-datasets/genomics-core-a/RUN_V1ZKZ1V.fastq.gz,Mapped
Genomics Core C,ONT PromethION,PromethION R10.4,RUN_IIUTWJW,OP_FRQV,Targeted Panel v2,v1.0,QIAseq FX,Human,S_SEC4LXLYR,Pass,89.5,95.9,4.2,31.7,98,Y,QC Pipeline,2/25/25 0:00,3.7,Validated,Genomics,Review,5100,400,0,8,0,1.38,8/1/25,6400,DRAFT,85.6,c0d66fd05b848d3bbe43886cc3c3605f,s3://ga-tech-datasets/genomics-core-c/RUN_IIUTWJW.fastq.gz,Mapped
Genome Center D,Illumina NovaSeq,NextSeq 2000 P4,RUN_26MFFYW,OP_31UJ,Targeted Panel v2,v1.0,Rapid Barcoding 24,Human,S_L029U878X,Pass,84,87.1,6.8,69.9,96,Y,Instrument Log,3/14/25 0:00,1.3,In Review,Genomics,Review,5700,151,151,10,12,0.74,8/14/25,4200,COMPLETED,33.9,7b1a5be817170a430edc05f9224f2eae,s3://ga-tech-datasets/genome-center-d/RUN_26MFFYW.fastq.gz,Mapped
Genome Center E,Illumina NovaSeq,NovaSeq 6000 S4,RUN_F487328,OP_JHYL,Metagenomics Shotgun,v1.0,Nextera XT,Human,S_X34HRT6VH,Pass,83.8,87.3,5.1,88.9,93,Y,Instrument Log,4/29/25 0:00,3.6,In Review,QC_Logs,Pending,7100,151,151,10,12,0.85,1/20/25,3200,SUBMITTED,44.1,d5d2432121610f11028db91c0a6e4a78,s3://ga-tech-datasets/genome-center-e/RUN_F487328.fastq.gz,Mapped
Genome Center D,Illumina NextSeq,NextSeq 2000 P4,RUN_1PRMYB3,OP_LSUV,Targeted Panel v2,v3.3,Illumina V3 Kit,Mouse,S_UW0KVELID,Pass,86.6,89.3,2.6,62.9,100,Y,Instrument Log,2/15/25 0:00,3.6,In Review,Protocol_Benchmarks,Review,5800,151,151,8,10,1.28,9/9/25,3200,PENDING,83.2,fb67b527126cc462c3cdb5faade1ec34,s3://ga-tech-datasets/genome-center-d/RUN_1PRMYB3.fastq.gz,Mapped
Genomics Core A,Illumina NovaSeq,NovaSeq 6000 S4,RUN_PQUFLDT,OP_1IXE,Metagenomics Shotgun,v1.0,Illumina V3 Kit,Mouse,S_OZ1XC30Z5,Pass,97,100,2.7,44.4,96,Y,Core LIMS,3/2/25 0:00,2.1,In Review,Genomics,Ready,5300,151,151,8,12,0.84,1/30/25,12800,PENDING,60.3,c37bae14f93458497929e25b9a8a91c7,s3://ga-tech-datasets/genomics-core-a/RUN_PQUFLDT.fastq.gz,Mapped
Genomics Core B,Illumina NovaSeq,NextSeq 2000 P4,RUN_0IC8TT3,OP_2MFL,WGS PCR-Free,v3.3,Illumina V3 Kit,Mouse,S_RI25CKID6,Pass,97.4,99.1,2.4,101.2,97,Y,Instrument Log,2/20/25 0:00,1.5,Validated,Protocol_Benchmarks,Review,5600,151,151,8,10,0.61,1/29/25,9600,DRAFT,67.6,0661f357dbc3dd780cf78719bee7f8a9,s3://ga-tech-datasets/genomics-core-b/RUN_0IC8TT3.fastq.gz,Unmapped
Genomics Core C,Illumina NextSeq,NextSeq 2000 P4,RUN_ZWBXWXL,OP_2LZA,Targeted Panel v2,v1.0,QIAseq FX,Organoid,S_DNFWPVYI5,Pass,87.1,94.4,7.9,69.5,95,Y,QC Pipeline,2/24/25 0:00,1.3,In Review,QC_Logs,Review,2600,151,151,8,10,0.86,7/16/25,3200,DRAFT,89,fb1168a78e5787ff8792632190a65c8b,s3://ga-tech-datasets/genomics-core-c/RUN_ZWBXWXL.fastq.gz,Mapped
Genome Center D,Illumina NextSeq,NextSeq 2000 P4,RUN_LTR5XO3,OP_Z5AU,Targeted Panel v2,v2.1,Illumina V3 Kit,Organoid,S_6B0E7AVM8,Pass,86.5,87.8,4,36.4,91,Y,Instrument Log,2/23/25 0:00,2.6,Validated,QC_Logs,Review,5100,151,151,10,8,1.14,7/26/25,1800,PENDING,121.3,b039f21ff26a356a464c233ef82c7d5f,s3://ga-tech-datasets/genome-center-d/RUN_LTR5XO3.fastq.gz,Mapped
Genomics Core A,ONT PromethION,NextSeq 2000 P4,RUN_MH48ZUA,OP_77DH,RNA-Seq PolyA,v3.3,Illumina V3 Kit,Mouse,S_WKG0MT3TV,Pass,94.4,97.9,6.5,21.6,97,Y,Core LIMS,2/23/25 0:00,3.7,Validated,Genomics,Ready,6700,400,0,8,0,1.29,3/24/25,12800,PENDING,80.6,c3b454a4a9cf0f185abd6e5368ad34f7,s3://ga-tech-datasets/genomics-core-a/RUN_MH48ZUA.fastq.gz,Unmapped
Genomics Core A,ONT PromethION,PromethION R10.4,RUN_G0WE7T7,OP_IREH,RNA-Seq PolyA,v3.3,Nextera XT,Mouse,S_2HWJ0YXNL,Fail,75.8,78.9,2.2,25.5,92,Y,Sample Form,2/1/25 0:00,3.6,In Review,QC_Logs,Review,5700,400,0,8,0,0.72,6/1/25,9600,COMPLETED,78.9,3f7fee9cf405a818289a66abc5658263,s3://ga-tech-datasets/genomics-core-a/RUN_G0WE7T7.fastq.gz,Mapped
Genomics Core B,Illumina NovaSeq,NovaSeq 6000 S4,RUN_JWVXV9X,OP_8Y1F,Metagenomics Shotgun,v2.1,QIAseq FX,Organoid,S_90FNHI31W,Pass,92.9,95,1.1,49.9,95,Y,Instrument Log,2/16/25 0:00,1.1,Validated,Genomics,Ready,4700,151,151,10,10,0.91,4/1/25,12800,SUBMITTED,57.5,8df7031cf820f5124ae4a100e9c00d12,s3://ga-tech-datasets/genomics-core-b/RUN_JWVXV9X.fastq.gz,Mapped
Genomics Core B,ONT PromethION,PromethION R10.4,RUN_EAQALQI,OP_A6ZW,RNA-Seq PolyA,v3.3,Illumina V3 Kit,Organoid,S_YZRLSOB52,Pass,86.8,90.7,5.4,25.6,93,Y,Core LIMS,5/12/25 0:00,2.9,In Review,Genomics,Review,6200,400,0,8,0,1.31,8/12/25,4200,COMPLETED,91.7,8937a7617cae20829e58a2e3ca2b39ff,s3://ga-tech-datasets/genomics-core-b/RUN_EAQALQI.fastq.gz,Mapped
Genomics Core C,Illumina NovaSeq,NovaSeq 6000 S4,RUN_86L4MVU,OP_U3FW,RNA-Seq PolyA,v1.0,Rapid Barcoding 24,Mouse,S_N7JP8KZW0,Pass,100,100,4.8,37.7,100,Y,QC Pipeline,4/27/25 0:00,1.8,Validated,Protocol_Benchmarks,Pending,6400,151,151,10,10,1.52,7/5/25,9600,COMPLETED,83.7,d784e7c5b3b0157b50578a39ac8c3b01,s3://ga-tech-datasets/genomics-core-c/RUN_86L4MVU.fastq.gz,Mapped
Genomics Core C,ONT PromethION,NovaSeq 6000 S4,RUN_FXZ883W,OP_XEL8,RNA-Seq PolyA,v3.3,Rapid Barcoding 24,Mouse,S_743EXQPDY,Pass,85.4,87.9,4.3,65.4,95,Y,Instrument Log,2/15/25 0:00,1.4,In Review,Genomics,Review,5600,400,0,8,0,0.66,9/25/25,9600,DRAFT,41.1,d799b320d39726122d9e639e804e8f80,s3://ga-tech-datasets/genomics-core-c/RUN_FXZ883W.fastq.gz,Mapped
Genomics Core A,Illumina NextSeq,NextSeq 2000 P4,RUN_MAI5X92,OP_Y8D8,Metagenomics Shotgun,v2.1,QIAseq FX,Human,S_SIZ827V22,Pass,96.8,100,4.4,28.5,90,Y,QC Pipeline,3/7/25 0:00,3.5,Validated,QC_Logs,Pending,4200,151,151,10,10,0.98,8/16/25,3200,PENDING,49.7,dcbf3e3f38c11d09f976a982abb1bb2d,s3://ga-tech-datasets/genomics-core-a/RUN_MAI5X92.fastq.gz,Mapped
Genomics Core A,Illumina NextSeq,NextSeq 2000 P4,RUN_G3VIL42,OP_VMR1,WGS PCR-Free,v3.3,QIAseq FX,Mouse,S_K8OMWVHZT,Pass,84,90.3,5.4,78.7,95,Y,Sample Form,4/20/25 0:00,2,In Review,Protocol_Benchmarks,Review,3800,151,151,12,8,0.73,9/3/25,6400,COMPLETED,64.1,87b884ef2b05f263b79f8b13fda63dc3,s3://ga-tech-datasets/genomics-core-a/RUN_G3VIL42.fastq.gz,Mapped
Genome Center D,ONT PromethION,NextSeq 2000 P4,RUN_2BV9KSZ,OP_IUEB,Metagenomics Shotgun,v1.0,Nextera XT,Organoid,S_FQJRMQ0PP,Pass,88,88.9,5.6,57.5,93,N,Core LIMS,3/11/25 0:00,3,In Review,QC_Logs,Ready,4000,400,0,8,0,0.95,1/2/25,6400,PENDING,45.5,997e141baf8271aad54167cc24850db8,s3://ga-tech-datasets/genome-center-d/RUN_2BV9KSZ.fastq.gz,Mapped
Genomics Core C,Illumina NovaSeq,NovaSeq 6000 S4,RUN_QF2N6WC,OP_LD2F,WGS PCR-Free,v1.0,Nextera XT,Mouse,S_O3S9QDGJA,Pass,95.4,98.9,2.4,61.3,95,Y,Core LIMS,3/25/25 0:00,2.5,Validated,Protocol_Benchmarks,Ready,3100,151,151,10,12,1.02,9/22/25,9600,DRAFT,133.5,5d07cf4a315eb742422b20847237b688,s3://ga-tech-datasets/genomics-core-c/RUN_QF2N6WC.fastq.gz,Mapped
Genomics Core B,Illumina NovaSeq,NextSeq 2000 P4,RUN_CLYVU7X,OP_ZY2A,WGS PCR-Free,v2.1,Nextera XT,Organoid,S_6UUOTKKRV,Pass,90.7,93.8,2.3,76.2,93,Y,QC Pipeline,4/2/25 0:00,1,In Review,QC_Logs,Pending,6700,151,151,12,8,1.1,4/22/25,1800,PENDING,58.2,4460a9455ac160735756cc06d83920a8,s3://ga-tech-datasets/genomics-core-b/RUN_CLYVU7X.fastq.gz,Mapped
Genomics Core B,ONT PromethION,NextSeq 2000 P4,RUN_GV0V3HH,OP_K498,Metagenomics Shotgun,v1.0,QIAseq FX,Human,S_CKDVZBYT7,Fail,77.9,83.4,4.5,95,100,Y,Instrument Log,3/30/25 0:00,3.5,In Review,Genomics,Review,3900,400,0,8,0,0.89,7/12/25,12800,DRAFT,77.2,c5d6b11cdf50f93ce4cc8a4effb057f8,s3://ga-tech-datasets/genomics-core-b/RUN_GV0V3HH.fastq.gz,Mapped
Genome Center D,Illumina NovaSeq,NovaSeq 6000 S4,RUN_MBSML87,OP_TD57,WGS PCR-Free,v2.1,Illumina V3 Kit,Human,S_JERRA6SEL,Pass,86.8,86.5,6.8,53.8,94,Y,Core LIMS,3/16/25 0:00,3.7,Validated,Genomics,Pending,5500,151,151,8,8,1,7/22/25,4200,DRAFT,71,82c51f30171d85072f470230bff4c801,s3://ga-tech-datasets/genome-center-d/RUN_MBSML87.fastq.gz,Mapped
Genome Center E,ONT PromethION,PromethION R10.4,RUN_PM7G0EW,OP_A4A2,Targeted Panel v2,v3.3,QIAseq FX,Human,S_E3O0W5NX1,Pass,87.6,91.8,3.9,79.7,93,Y,Instrument Log,4/7/25 0:00,3.3,In Review,Genomics,Ready,4300,400,0,8,0,1.04,1/4/25,6400,DRAFT,110.8,860eb8fff4e8bd27246dd658ef32b430,s3://ga-tech-datasets/genome-center-e/RUN_PM7G0EW.fastq.gz,Mapped
Genome Center D,Illumina NextSeq,NovaSeq 6000 S4,RUN_96MGD58,OP_GXIM,WGS PCR-Free,v2.1,Illumina V3 Kit,Mouse,S_D5SXSCRT3,Pass,91.3,93.1,6.5,56.6,94,N,Instrument Log,5/9/25 0:00,1.1,Validated,Protocol_Benchmarks,Review,3600,151,151,10,10,1.49,1/15/25,1800,SUBMITTED,127.4,6693ba728a5485654b77a51d09430e65,s3://ga-tech-datasets/genome-center-d/RUN_96MGD58.fastq.gz,Mapped
Genomics Core C,Illumina NovaSeq,NextSeq 2000 P4,RUN_NP5QPP5,OP_531E,Metagenomics Shotgun,v2.1,Rapid Barcoding 24,Mouse,S_1PUL4MWTQ,Pass,90.2,94.8,2.6,47.7,91,N,Core LIMS,2/24/25 0:00,3.7,In Review,Genomics,Review,7300,151,151,12,12,0.54,4/14/25,6400,DRAFT,40.2,b09781f3ab524cee392b6baf758218d8,s3://ga-tech-datasets/genomics-core-c/RUN_NP5QPP5.fastq.gz,Mapped
Genomics Core B,ONT PromethION,PromethION R10.4,RUN_CH9B09I,OP_84I2,WGS PCR-Free,v1.0,Nextera XT,Human,S_PBZK2BX4B,Pass,95.9,97.9,2.8,31.2,100,Y,QC Pipeline,4/13/25 0:00,3.3,In Review,QC_Logs,Pending,4200,400,0,8,0,1.19,8/27/25,1800,COMPLETED,81.8,c279501e9440f1c354d05443e666f555,s3://ga-tech-datasets/genomics-core-b/RUN_CH9B09I.fastq.gz,Mapped
Genomics Core B,Illumina NovaSeq,NextSeq 2000 P4,RUN_0KP42XX,OP_XJXJ,Targeted Panel v2,v3.3,Nextera XT,Mouse,S_25Z93R6XW,Pass,90.4,93.9,4.8,50.8,90,Y,Instrument Log,3/9/25 0:00,1.4,In Review,Genomics,Pending,3500,151,151,8,12,0.78,8/29/25,12800,COMPLETED,90.8,5190334c9f5e08c8e50c1cbd7e261cbc,s3://ga-tech-datasets/genomics-core-b/RUN_0KP42XX.fastq.gz,Mapped
Genomics Core B,Illumina NovaSeq,NovaSeq 6000 S4,RUN_BTBL7KJ,OP_NRUN,Targeted Panel v2,v2.1,Illumina V3 Kit,Organoid,S_BWAB2T19B,Pass,86.5,92,3.5,51.2,94,Y,QC Pipeline,3/1/25 0:00,1.5,In Review,QC_Logs,Review,4000,151,151,10,12,1.17,6/10/25,9600,SUBMITTED,136.3,c41e71ef7c014a20acbcc98d51c4f6d0,s3://ga-tech-datasets/genomics-core-b/RUN_BTBL7KJ.fastq.gz,Mapped
Genomics Core C,ONT PromethION,PromethION R10.4,RUN_PH7PFJM,OP_DO71,Targeted Panel v2,v3.3,QIAseq FX,Organoid,S_PAZ4VSF63,Pass,89.4,92.6,2.8,52.5,91,Y,QC Pipeline,3/31/25 0:00,1,Validated,Genomics,Review,2800,400,0,8,0,0.8,1/7/25,12800,PENDING,65,a774f6d60e24dee6c5b806745802c599,s3://ga-tech-datasets/genomics-core-c/RUN_PH7PFJM.fastq.gz,Mapped
Genomics Core A,Illumina NextSeq,NovaSeq 6000 S4,RUN_8TR15A7,OP_8560,Metagenomics Shotgun,v1.0,QIAseq FX,Mouse,S_GV9PDT80F,Fail,81.6,83.6,3.7,18.9,96,Y,Instrument Log,3/6/25 0:00,2.5,Validated,QC_Logs,Pending,5600,151,151,12,10,0.67,8/28/25,12800,SUBMITTED,38.5,867df4af0c7f9d22e8823d49542ef159,s3://ga-tech-datasets/genomics-core-a/RUN_8TR15A7.fastq.gz,Mapped
Genomics Core C,ONT PromethION,PromethION R10.4,RUN_TENUWXI,OP_I4QW,Metagenomics Shotgun,v3.3,Rapid Barcoding 24,Mouse,S_8CK6T9HZE,Pass,89.8,94.5,6.1,53.9,90,Y,QC Pipeline,1/27/25 0:00,3,Validated,Protocol_Benchmarks,Ready,6300,400,0,8,0,0.75,6/3/25,4200,DRAFT,101.2,6b40592d0188441a616e4e4245195b77,s3://ga-tech-datasets/genomics-core-c/RUN_TENUWXI.fastq.gz,Mapped
Genomics Core B,Illumina NovaSeq,NextSeq 2000 P4,RUN_PQ8SVJ3,OP_HB0H,Metagenomics Shotgun,v2.1,Rapid Barcoding 24,Organoid,S_6Z05C9XWU,Fail,76.5,80.1,6,76.8,96,Y,Sample Form,4/25/25 0:00,2.8,Validated,QC_Logs,Pending,4500,151,151,8,8,1.65,9/26/25,12800,DRAFT,70.4,72b1bfc75d47cee1e19eaf5555a7b643,s3://ga-tech-datasets/genomics-core-b/RUN_PQ8SVJ3.fastq.gz,Mapped
Genome Center E,Illumina NovaSeq,NextSeq 2000 P4,RUN_E96F7HR,OP_E2H4,WGS PCR-Free,v1.0,Illumina V3 Kit,Human,S_IA3MYEN9R,Pass,85.4,90.2,5.8,84.2,98,Y,Instrument Log,1/30/25 0:00,1.8,Validated,Genomics,Review,5300,151,151,8,8,0.86,9/8/25,12800,PENDING,46.6,8ed47b91901a159a71cfeb6e72d5f5d8,s3://ga-tech-datasets/genome-center-e/RUN_E96F7HR.fastq.gz,Unmapped
Genome Center D,ONT PromethION,NovaSeq 6000 S4,RUN_2XYAVZR,OP_SL1P,Metagenomics Shotgun,v2.1,Rapid Barcoding 24,Organoid,S_1GT5I1OZ6,Pass,94.2,99.1,7.3,67.8,100,Y,QC Pipeline,3/20/25 0:00,3.5,Validated,Genomics,Pending,4900,400,0,8,0,1.11,9/15/25,6400,PENDING,112.3,74d07584a633b44a5635b8fc06494f48,s3://ga-tech-datasets/genome-center-d/RUN_2XYAVZR.fastq.gz,Mapped
Genomics Core A,ONT PromethION,NextSeq 2000 P4,RUN_TXR6LL0,OP_ERY0,Metagenomics Shotgun,v1.0,Illumina V3 Kit,Mouse,S_NDJ6XQOXN,Pass,85.1,87.2,7.4,96,96,Y,Sample Form,4/26/25 0:00,2.5,Validated,Protocol_Benchmarks,Pending,5600,400,0,8,0,0.77,8/5/25,6400,DRAFT,36.8,1eec50b6fb8fc7017802bc081bdd9ae9,s3://ga-tech-datasets/genomics-core-a/RUN_TXR6LL0.fastq.gz,Mapped
Genome Center D,ONT PromethION,PromethION R10.4,RUN_B7VOPNY,OP_1SSR,Metagenomics Shotgun,v1.0,QIAseq FX,Human,S_F76ZVIA5H,Pass,80.4,85.9,3.1,68.4,93,Y,Sample Form,1/26/25 0:00,2.3,In Review,Genomics,Ready,5200,400,0,8,0,1.81,5/3/25,6400,PENDING,31.4,7c9d8d0018b32dca7603e5bb43b17ebc,s3://ga-tech-datasets/genome-center-d/RUN_B7VOPNY.fastq.gz,Mapped
Genomics Core B,ONT PromethION,PromethION R10.4,RUN_HZVXQ16,OP_BZ7L,Metagenomics Shotgun,v1.0,Nextera XT,Mouse,S_LGCK2VUWE,Fail,79.7,84.5,5.6,69.7,96,Y,Sample Form,3/21/25 0:00,3,In Review,QC_Logs,Review,2700,400,0,8,0,0.9,6/30/25,6400,DRAFT,74.9,13443f2b993494b01b90e0fbff5c3737,s3://ga-tech-datasets/genomics-core-b/RUN_HZVXQ16.fastq.gz,Mapped
Genomics Core C,ONT PromethION,NovaSeq 6000 S4,RUN_QLP97PE,OP_IEP6,Targeted Panel v2,v2.1,Illumina V3 Kit,Human,S_SL9FNKA5S,Pass,88.4,93.3,3.6,49.5,93,Y,Core LIMS,4/27/25 0:00,2,In Review,Genomics,Ready,4500,400,0,8,0,0.76,7/24/25,1800,SUBMITTED,120.6,d615c88649ae9fd16602c524421cd79e,s3://ga-tech-datasets/genomics-core-c/RUN_QLP97PE.fastq.gz,Mapped
Genomics Core B,ONT PromethION,PromethION R10.4,RUN_H5RH3ND,OP_20C4,Targeted Panel v2,v3.3,Illumina V3 Kit,Mouse,S_TSF11Y587,Pass,83.9,89.7,6,75.7,92,Y,Core LIMS,5/23/25 0:00,2.1,In Review,Protocol_Benchmarks,Review,5500,400,0,8,0,0.99,6/5/25,6400,SUBMITTED,34.9,d0f106b1446f53132967d9265d42b61b,s3://ga-tech-datasets/genomics-core-b/RUN_H5RH3ND.fastq.gz,Mapped
Genome Center E,Illumina NextSeq,NextSeq 2000 P4,RUN_P1JDH24,OP_ARH1,WGS PCR-Free,v1.0,Nextera XT,Mouse,S_J8X1AGCQ3,Pass,97.5,99.1,6.4,99,95,Y,Instrument Log,4/1/25 0:00,3.1,In Review,Genomics,Review,7000,151,151,10,10,1.05,8/26/25,4200,COMPLETED,62.8,3dd589a152b18bf40b01fdbd1140e08d,s3://ga-tech-datasets/genome-center-e/RUN_P1JDH24.fastq.gz,Mapped
Genome Center D,Illumina NovaSeq,NovaSeq 6000 S4,RUN_LY5TSBL,OP_SWV0,Targeted Panel v2,v1.0,Rapid Barcoding 24,Human,S_FI8A2I7MN,Fail,85.3,84.2,3.9,74.4,98,N,Core LIMS,4/29/25 0:00,2.7,Validated,Genomics,Review,7300,151,151,8,10,0.71,3/28/25,1800,SUBMITTED,79.9,b378c64ce708ef629df0471e1aeac4d6,s3://ga-tech-datasets/genome-center-d/RUN_LY5TSBL.fastq.gz,Mapped
Genome Center D,Illumina NovaSeq,NovaSeq 6000 S4,RUN_O9WFUH4,OP_XYXA,Targeted Panel v2,v2.1,Illumina V3 Kit,Organoid,S_YE9ZLIH57,Pass,96.4,97.3,5.3,75.5,96,N,Sample Form,2/17/25 0:00,3.7,Validated,Genomics,Pending,7600,151,151,8,12,1.06,6/11/25,6400,SUBMITTED,138.7,05584765b4c4d502cd39927bfd136290,s3://ga-tech-datasets/genome-center-d/RUN_O9WFUH4.fastq.gz,Mapped
Genome Center E,ONT PromethION,NovaSeq 6000 S4,RUN_5GUHWBI,OP_D493,Metagenomics Shotgun,v2.1,Rapid Barcoding 24,Mouse,S_R2MUMNT1O,Pass,82.7,85.3,1.6,9.8,93,Y,QC Pipeline,2/4/25 0:00,1.5,Validated,QC_Logs,Ready,4600,400,0,8,0,0.94,6/25/25,1800,PENDING,78.9,104c2f405b11d95cd580493ff4638168,s3://ga-tech-datasets/genome-center-e/RUN_5GUHWBI.fastq.gz,Mapped
Genomics Core C,Illumina NextSeq,NovaSeq 6000 S4,RUN_FHQ602V,OP_SE3G,Metagenomics Shotgun,v3.3,QIAseq FX,Human,S_8GMWNGQFY,Pass,84.8,89.9,4,26,93,Y,QC Pipeline,4/9/25 0:00,3.5,In Review,QC_Logs,Pending,2900,151,151,10,12,0.71,1/15/25,4200,DRAFT,99.3,993cbc7e6c3388b4d58e8aef7638e751,s3://ga-tech-datasets/genomics-core-c/RUN_FHQ602V.fastq.gz,Mapped
Genome Center E,Illumina NovaSeq,NovaSeq 6000 S4,RUN_078A1ZE,OP_VOHT,Metagenomics Shotgun,v3.3,QIAseq FX,Human,S_7T1PL8L9B,Pass,86.9,92.7,3,91.5,93,Y,Instrument Log,3/18/25 0:00,1.5,Validated,QC_Logs,Ready,5700,151,151,12,12,1.2,5/13/25,12800,COMPLETED,105.6,63f821dec113ccd12eeb110bda4c0deb,s3://ga-tech-datasets/genome-center-e/RUN_078A1ZE.fastq.gz,Mapped
Genomics Core A,ONT PromethION,PromethION R10.4,RUN_U2OTBKS,OP_UFHZ,Targeted Panel v2,v3.3,Rapid Barcoding 24,Human,S_0Y66QIB1N,Pass,97.8,100,5.9,33,95,Y,QC Pipeline,2/1/25 0:00,3,Validated,Protocol_Benchmarks,Ready,5600,400,0,8,0,1.22,7/26/25,12800,DRAFT,95.5,e975eb3f093a66ac6f7203b857d90076,s3://ga-tech-datasets/genomics-core-a/RUN_U2OTBKS.fastq.gz,Unmapped
Genomics Core B,Illumina NextSeq,NextSeq 2000 P4,RUN_OUOSPWG,OP_XUPI,WGS PCR-Free,v1.0,QIAseq FX,Human,S_HT15VR93U,Pass,85.5,91.2,4.8,62.7,96,Y,QC Pipeline,1/31/25 0:00,2.5,In Review,QC_Logs,Review,4700,151,151,10,10,1.2,3/18/25,4200,COMPLETED,31.6,d9c95a9b3a4cc9f809c114d8fd8a5169,s3://ga-tech-datasets/genomics-core-b/RUN_OUOSPWG.fastq.gz,Unmapped
Genomics Core B,Illumina NextSeq,NovaSeq 6000 S4,RUN_E4K3C1D,OP_3UT9,Metagenomics Shotgun,v2.1,Nextera XT,Human,S_UAF7HGELS,Pass,87.6,90.4,6,46.2,93,Y,Sample Form,4/15/25 0:00,2.4,In Review,QC_Logs,Pending,3800,151,151,8,10,0.77,3/22/25,12800,COMPLETED,42.9,230bed69f945b7dd0b584550c26325ef,s3://ga-tech-datasets/genomics-core-b/RUN_E4K3C1D.fastq.gz,Mapped
Genomics Core A,ONT PromethION,NovaSeq 6000 S4,RUN_JP4HUVR,OP_HOUG,Metagenomics Shotgun,v2.1,Rapid Barcoding 24,Mouse,S_UEMODA4J7,Fail,74,81.1,3,58.1,100,Y,QC Pipeline,4/2/25 0:00,3.3,Validated,Genomics,Ready,3500,400,0,8,0,1.37,2/17/25,4200,SUBMITTED,110.3,68f3f1350dd6dccc91e9ef2630feeea8,s3://ga-tech-datasets/genomics-core-a/RUN_JP4HUVR.fastq.gz,Mapped
Genomics Core B,ONT PromethION,NovaSeq 6000 S4,RUN_2Q28ISN,OP_QP7Z,Targeted Panel v2,v3.3,Rapid Barcoding 24,Mouse,S_QXEIJFRJ0,Pass,89.7,94.8,6.6,59.3,100,Y,QC Pipeline,4/1/25 0:00,1.9,In Review,Genomics,Pending,7600,400,0,8,0,0.5,9/2/25,9600,COMPLETED,91.3,f8a3bda730aacf7db4d09fae08cae7a6,s3://ga-tech-datasets/genomics-core-b/RUN_2Q28ISN.fastq.gz,Mapped
Genome Center E,Illumina NovaSeq,NovaSeq 6000 S4,RUN_T5ZU0TS,OP_CIWS,Targeted Panel v2,v1.0,Rapid Barcoding 24,Mouse,S_XB4QGSW7Z,Pass,90,94.4,7,41.4,95,Y,Core LIMS,2/14/25 0:00,3.1,Validated,Genomics,Review,9900,151,151,12,8,0.98,2/4/25,4200,PENDING,112,d141b35d5203e8f35269c5ca4e62fe0e,s3://ga-tech-datasets/genome-center-e/RUN_T5ZU0TS.fastq.gz,Mapped
Genomics Core C,Illumina NextSeq,NextSeq 2000 P4,RUN_RJOR4FS,OP_3A4G,WGS PCR-Free,v2.1,Nextera XT,Organoid,S_G0XX4N883,Fail,76,80.9,2.1,55.5,87,Y,Core LIMS,4/29/25 0:00,2.6,In Review,Protocol_Benchmarks,Ready,5400,151,151,12,10,1.49,9/21/25,9600,DRAFT,56.3,fd4a899a8b800fe92c2650c8580685d3,s3://ga-tech-datasets/genomics-core-c/RUN_RJOR4FS.fastq.gz,Mapped
Genome Center D,ONT PromethION,NextSeq 2000 P4,RUN_IV5H0DT,OP_UPQJ,Targeted Panel v2,v1.0,Nextera XT,Mouse,S_OWEQSLZKW,Fail,77.6,80.3,6.1,49.5,95,Y,Instrument Log,3/9/25 0:00,1.3,Validated,Protocol_Benchmarks,Pending,6500,400,0,8,0,1.55,9/26/25,4200,COMPLETED,75.7,28e60f7295f488371acf548bf03447d0,s3://ga-tech-datasets/genome-center-d/RUN_IV5H0DT.fastq.gz,Mapped
Genomics Core C,ONT PromethION,NextSeq 2000 P4,RUN_A8C5CE8,OP_B1N4,WGS PCR-Free,v1.0,Illumina V3 Kit,Organoid,S_PUS6O0IWF,Pass,84.1,88.7,4.3,93.2,98,Y,QC Pipeline,4/13/25 0:00,3.6,In Review,Protocol_Benchmarks,Pending,5600,400,0,8,0,0.88,9/23/25,3200,DRAFT,53.8,d99a1b38a95670b17a1f60a8ac7d5829,s3://ga-tech-datasets/genomics-core-c/RUN_A8C5CE8.fastq.gz,Mapped
