Facility_Name,Instrument_Type,Instrument_Model,Run_ID,Operator_ID,Protocol_Name,Protocol_Version,Reagent_Kit,Sample_Type,Sample_ID,QC_Status,QC_Score_PreNorm,QC_Score_PostNorm,Turnaround_Time_days,Data_Volume_GB,Data_Completeness_pct,Audit_Trail_Complete,Field_Source,Timestamp_Captured,Version,Validation_Status,Dataset_Type,Licensing_Status,Value_$,Read_1_Length,Read_2_Length,Indices_1_Length,Indices_2_Length,PhiX_pct,Order_Date,Total_Amount,Fulfillment_Status,Primary_Data_Size_GB,Primary_Data_Hash,Primary_Data_Link,Normalization_Status
Genomics Core A,Illumina NextSeq,NextSeq 2000 P4,RUN_1V03BNE,OP_56BA,Metagenomics Shotgun,v3.3,Rapid Barcoding 24,Mouse,S_UPFYF2HHG,Pass,99.8,97.8,5.0,46.6,96,Y,QC Pipeline,2025-03-10 00:00:00,2.3,In Review,Protocol_Benchmarks,Review,4300.0,151,151,12,8,1.2,2025-04-16,1800,SUBMITTED,39.5,db383c0de0a1558e761e57148e58e540,s3://ga-tech-datasets/genomics-core-a/RUN_1V03BNE.fastq.gz,Mapped
Genomics Core A,Illumina NextSeq,NovaSeq 6000 S4,RUN_FGHXIFD,OP_REYY,Targeted Panel v2,v2.1,Nextera XT,Human,S_613VZNDDC,Pass,88.8,94.2,1.6,43.9,96,Y,QC Pipeline,2025-06-22 00:00:00,1.1,Validated,Genomics,Review,6500.0,151,151,12,8,0.75,2025-02-17,9600,COMPLETED,61.0,e132b5b9040174167fa671690e8c4d5e,s3://ga-tech-datasets/genomics-core-a/RUN_FGHXIFD.fastq.gz,Unmapped
Genomics Core C,Illumina NextSeq,NextSeq 2000 P4,RUN_5ML78YY,OP_5K3E,Metagenomics Shotgun,v2.1,Illumina V3 Kit,Organoid,S_9TXPA9QIO,Pass,92.1,95.2,5.2,41.7,95,Y,Core LIMS,2025-03-13 00:00:00,3.0,Validated,Genomics,Review,4500.0,151,151,10,10,1.22,2025-04-14,4200,COMPLETED,64.2,8a3f307ded8e772c53594559ba25a315,s3://ga-tech-datasets/genomics-core-c/RUN_5ML78YY.fastq.gz,Mapped
Genomics Core C,ONT PromethION,NovaSeq 6000 S4,RUN_M97CY08,OP_XL17,Targeted Panel v2,v1.0,QIAseq FX,Mouse,S_FL82JLS1F,Pass,93.1,98.3,3.1,79.3,92,Y,Instrument Log,2025-03-08 00:00:00,2.0,In Review,Protocol_Benchmarks,Review,4300.0,400,0,8,0,0.69,2025-01-21,9600,COMPLETED,107.6,aa2a3b925d6bb0e5c795d1e3e001849d,s3://ga-tech-datasets/genomics-core-c/RUN_M97CY08.fastq.gz,Mapped
Genomics Core B,Illumina NextSeq,NextSeq 2000 P4,RUN_YL5VJ5D,OP_4Q2Q,Targeted Panel v2,v1.0,Rapid Barcoding 24,Human,S_Y9X2AUSYK,Pass,84.0,85.8,4.7,58.4,99,Y,Instrument Log,2025-02-22 00:00:00,3.9,Validated,QC_Logs,Review,4500.0,151,151,8,8,0.83,2025-06-01,9600,PENDING,94.1,08b6ea0862f313d9d716384f65f8274b,s3://ga-tech-datasets/genomics-core-b/RUN_YL5VJ5D.fastq.gz,Mapped
Genome Center D,Illumina NextSeq,NovaSeq 6000 S4,RUN_Q6U88P5,OP_AF63,RNA-Seq PolyA,v2.1,Illumina V3 Kit,Human,S_VPKGENAQ0,Pass,100.0,100.0,6.1,47.4,89,Y,Core LIMS,2025-02-09 00:00:00,3.0,Validated,Genomics,Review,4600.0,151,151,8,10,1.1,2025-10-01,12800,SUBMITTED,111.9,9bfb53875ce6af05b7c7166d2229f9dd,s3://ga-tech-datasets/genome-center-d/RUN_Q6U88P5.fastq.gz,Unmapped
Genome Center E,ONT PromethION,NovaSeq 6000 S4,RUN_A1VKRZO,OP_CV6R,Metagenomics Shotgun,v1.0,Rapid Barcoding 24,Human,S_XPLN01VAR,Fail,77.4,83.2,4.8,60.7,93,Y,Instrument Log,2025-04-12 00:00:00,2.6,In Review,QC_Logs,Review,2500.0,400,0,8,0,0.93,2025-03-24,1800,DRAFT,117.0,993fcdf52d7fb459643a010b0619006b,s3://ga-tech-datasets/genome-center-e/RUN_A1VKRZO.fastq.gz,Mapped
Genome Center D,Illumina NovaSeq,NovaSeq 6000 S4,RUN_CO5C6GL,OP_WZVU,Targeted Panel v2,v3.3,Illumina V3 Kit,Organoid,S_VTU8J3CDY,Pass,100.0,100.0,6.7,15.9,92,Y,Sample Form,2025-03-10 00:00:00,1.1,In Review,Genomics,Pending,7100.0,151,151,12,10,1.11,2025-03-14,1800,PENDING,79.0,17cac5f2960fb30a80fb734705312565,s3://ga-tech-datasets/genome-center-d/RUN_CO5C6GL.fastq.gz,Mapped
Genomics Core B,ONT PromethION,PromethION R10.4,RUN_8HHWUUV,OP_CI0O,RNA-Seq PolyA,v3.3,Rapid Barcoding 24,Organoid,S_FVTXULYPB,Fail,75.4,76.8,4.8,41.8,88,Y,Core LIMS,2025-03-06 00:00:00,3.6,In Review,Genomics,Review,4000.0,400,0,8,0,0.66,2025-01-23,6400,DRAFT,62.0,b83fb70eb721433605dd0af96736e961,s3://ga-tech-datasets/genomics-core-b/RUN_8HHWUUV.fastq.gz,Mapped
Genomics Core C,Illumina NovaSeq,NextSeq 2000 P4,RUN_MBTHHYP,OP_663P,Targeted Panel v2,v2.1,Nextera XT,Organoid,S_8UE4GKIEQ,Pass,90.2,93.2,3.8,62.1,93,Y,Sample Form,2025-04-26 00:00:00,1.7,In Review,QC_Logs,Review,6100.0,151,151,10,12,0.21,2025-06-29,6400,PENDING,50.2,e2b4426a60426eff17079c50769196bf,s3://ga-tech-datasets/genomics-core-c/RUN_MBTHHYP.fastq.gz,Mapped
Genomics Core C,ONT PromethION,NextSeq 2000 P4,RUN_6QYCP6B,OP_I4FK,WGS PCR-Free,v1.0,Nextera XT,Mouse,S_T2CGNS9V2,Pass,96.5,100.0,5.0,8.0,91,Y,Core LIMS,2025-04-16 00:00:00,1.9,In Review,QC_Logs,Ready,5900.0,400,0,8,0,1.14,2025-09-20,4200,SUBMITTED,99.4,3c2f7bc96c7a9714f8a4b732694344b7,s3://ga-tech-datasets/genomics-core-c/RUN_6QYCP6B.fastq.gz,Mapped
Genomics Core C,Illumina NextSeq,NovaSeq 6000 S4,RUN_EGE546V,OP_IIO3,WGS PCR-Free,v3.3,QIAseq FX,Organoid,S_U863EF5YA,Fail,79.2,82.9,6.1,50.1,96,Y,Instrument Log,2025-02-06 00:00:00,1.8,Validated,QC_Logs,Ready,5000.0,151,151,12,8,0.98,2025-07-09,6400,DRAFT,38.7,728fb74500cdfae6433b0fc6b26110cb,s3://ga-tech-datasets/genomics-core-c/RUN_EGE546V.fastq.gz,Mapped
Genomics Core C,ONT PromethION,NextSeq 2000 P4,RUN_AW568JP,OP_S72Q,Targeted Panel v2,v1.0,Nextera XT,Human,S_B71NM67KK,Pass,93.0,96.2,6.1,23.8,89,Y,Instrument Log,2025-01-31 00:00:00,1.6,In Review,Protocol_Benchmarks,Review,5600.0,400,0,8,0,1.19,2025-08-03,3200,COMPLETED,88.8,efff0cb22fe5150a60fdef0ccc46e1ac,s3://ga-tech-datasets/genomics-core-c/RUN_AW568JP.fastq.gz,Mapped
Genomics Core C,Illumina NovaSeq,NextSeq 2000 P4,RUN_WUV4G1O,OP_QZR4,WGS PCR-Free,v3.3,Illumina V3 Kit,Organoid,S_K64XV2EL4,Fail,70.0,70.1,3.0,86.7,89,Y,QC Pipeline,2025-04-20 00:00:00,3.5,In Review,Protocol_Benchmarks,Review,6200.0,151,151,8,10,0.66,2025-04-02,6400,PENDING,88.2,c9cec134553a1caf04e780c4f53977f5,s3://ga-tech-datasets/genomics-core-c/RUN_WUV4G1O.fastq.gz,Mapped
Genomics Core B,ONT PromethION,NovaSeq 6000 S4,RUN_D3DKGOV,OP_KYMK,Targeted Panel v2,v3.3,Illumina V3 Kit,Mouse,S_KD7ZFPVHQ,Pass,87.6,89.8,2.4,39.6,96,Y,Instrument Log,2025-02-11 00:00:00,2.5,Validated,QC_Logs,Review,2500.0,400,0,8,0,1.29,2025-03-04,9600,COMPLETED,97.9,692d33059bec5d33583e46966f61bb3d,s3://ga-tech-datasets/genomics-core-b/RUN_D3DKGOV.fastq.gz,Unmapped
Genomics Core C,ONT PromethION,NextSeq 2000 P4,RUN_8IWYH6T,OP_FCKD,Targeted Panel v2,v2.1,Illumina V3 Kit,Organoid,S_BGJPCFNI9,Pass,95.4,99.2,5.6,64.8,91,Y,Core LIMS,2025-04-03 00:00:00,1.6,In Review,QC_Logs,Ready,2400.0,400,0,8,0,1.06,2025-07-17,9600,SUBMITTED,19.5,622b37bd7e4d41bcee19b900ad2065fe,s3://ga-tech-datasets/genomics-core-c/RUN_8IWYH6T.fastq.gz,Mapped
Genomics Core A,Illumina NovaSeq,NovaSeq 6000 S4,RUN_G9N6I33,OP_SUAU,Metagenomics Shotgun,v1.0,QIAseq FX,Human,S_0KQG0409X,Pass,89.5,91.2,6.8,86.0,97,Y,Core LIMS,2025-03-10 00:00:00,1.1,In Review,Protocol_Benchmarks,Ready,6300.0,151,151,10,12,1.69,2025-02-05,4200,SUBMITTED,40.7,8f3f770237319d18f621e61dcb113286,s3://ga-tech-datasets/genomics-core-a/RUN_G9N6I33.fastq.gz,Mapped
Genomics Core A,Illumina NextSeq,NextSeq 2000 P4,RUN_IYLT05C,OP_PICZ,Metagenomics Shotgun,v1.0,QIAseq FX,Mouse,S_DA81FK3DW,Pass,87.7,86.1,5.7,14.7,91,Y,Instrument Log,2025-03-17 00:00:00,2.6,Validated,Genomics,Review,4400.0,151,151,10,8,0.25,2025-03-31,4200,COMPLETED,39.0,c1be2a814cd513d960c78d8e85eac3a8,s3://ga-tech-datasets/genomics-core-a/RUN_IYLT05C.fastq.gz,Mapped
Genomics Core C,Illumina NextSeq,NextSeq 2000 P4,RUN_X6FM10K,OP_JWCU,RNA-Seq PolyA,v1.0,Nextera XT,Organoid,S_ZD3G8BF3S,Fail,79.8,81.4,5.2,31.0,98,Y,QC Pipeline,2025-04-17 00:00:00,2.3,Validated,QC_Logs,Pending,6300.0,151,151,12,12,0.63,2025-05-08,4200,SUBMITTED,83.9,14e9c23f6ec5fc212b24625af7b878f0,s3://ga-tech-datasets/genomics-core-c/RUN_X6FM10K.fastq.gz,Mapped
Genome Center D,Illumina NovaSeq,NovaSeq 6000 S4,RUN_O63QSP1,OP_7ASU,RNA-Seq PolyA,v2.1,Rapid Barcoding 24,Organoid,S_I5QN2HBVQ,Pass,90.3,93.3,4.6,35.7,91,Y,Sample Form,2025-04-22 00:00:00,2.7,Validated,QC_Logs,Review,5800.0,151,151,10,10,1.37,2025-06-07,6400,COMPLETED,78.0,80e90960f6096a2d66c809a420d09d53,s3://ga-tech-datasets/genome-center-d/RUN_O63QSP1.fastq.gz,Mapped
Genomics Core A,Illumina NovaSeq,NextSeq 2000 P4,RUN_J6Z0DM9,OP_MS6Z,Metagenomics Shotgun,v1.0,Nextera XT,Human,S_QZZSTM4PC,Pass,93.4,100.0,5.2,92.9,94,Y,Sample Form,2025-01-27 00:00:00,1.6,In Review,QC_Logs,Review,4200.0,151,151,8,8,0.8,2025-06-19,12800,DRAFT,36.2,ba09064dfbb01c68b5ab3a24cf1a99c1,s3://ga-tech-datasets/genomics-core-a/RUN_J6Z0DM9.fastq.gz,Mapped
Genome Center D,ONT PromethION,NextSeq 2000 P4,RUN_DWABXVR,OP_3U7U,Metagenomics Shotgun,v1.0,Rapid Barcoding 24,Mouse,S_L6UTCI3LD,Fail,79.0,80.6,7.0,54.3,97,N,Instrument Log,2025-03-08 00:00:00,1.9,Validated,QC_Logs,Review,7800.0,400,0,8,0,0.51,2025-08-13,4200,SUBMITTED,41.8,b4270a980c046b6dec0c3ef11b2f89d3,s3://ga-tech-datasets/genome-center-d/RUN_DWABXVR.fastq.gz,Mapped
Genome Center D,ONT PromethION,NextSeq 2000 P4,RUN_79P36N3,OP_5M6P,RNA-Seq PolyA,v1.0,Rapid Barcoding 24,Organoid,S_OUJEQX1M2,Pass,81.9,85.6,6.3,64.4,100,Y,Sample Form,2025-04-04 00:00:00,1.1,In Review,Genomics,Review,6000.0,400,0,8,0,1.45,2025-08-08,1800,DRAFT,112.5,8f022522d756f77e07b8de5d33f05a6d,s3://ga-tech-datasets/genome-center-d/RUN_79P36N3.fastq.gz,Mapped
Genomics Core C,Illumina NovaSeq,NovaSeq 6000 S4,RUN_MSRN3QJ,OP_2IBV,WGS PCR-Free,v3.3,Nextera XT,Mouse,S_BZFSB0W11,Pass,87.5,90.4,6.7,63.1,92,Y,Instrument Log,2025-04-07 00:00:00,3.7,In Review,Genomics,Ready,6100.0,151,151,12,12,1.36,2025-07-25,4200,SUBMITTED,71.0,48232b3a59dd0cfa2aaa68a7cb49c7b2,s3://ga-tech-datasets/genomics-core-c/RUN_MSRN3QJ.fastq.gz,Unmapped
Genome Center E,Illumina NextSeq,NovaSeq 6000 S4,RUN_2I3NIJ6,OP_CDPI,RNA-Seq PolyA,v1.0,Nextera XT,Human,S_L71IOMCLK,Fail,79.7,83.8,3.5,77.4,92,Y,Sample Form,2025-03-11 00:00:00,1.7,Validated,Genomics,Ready,6100.0,151,151,12,10,0.87,2025-03-08,1800,PENDING,98.0,6beaa5b5039f7dc8c67ba86f10705963,s3://ga-tech-datasets/genome-center-e/RUN_2I3NIJ6.fastq.gz,Mapped
Genomics Core C,Illumina NovaSeq,NextSeq 2000 P4,RUN_DKB3N95,OP_8U6S,WGS PCR-Free,v3.3,Illumina V3 Kit,Mouse,S_DF4GZY9HI,Pass,88.1,92.8,6.8,54.4,95,Y,Instrument Log,2025-04-04 00:00:00,2.3,Validated,QC_Logs,Ready,4600.0,151,151,10,10,1.4,2025-08-15,1800,PENDING,85.5,49fc82373b5d47b3c9a7ec38e48c4882,s3://ga-tech-datasets/genomics-core-c/RUN_DKB3N95.fastq.gz,Mapped
Genome Center E,ONT PromethION,NovaSeq 6000 S4,RUN_ZMXHJA7,OP_PN4N,Metagenomics Shotgun,v2.1,Nextera XT,Human,S_YKVYDIEKB,Pass,89.1,93.2,7.0,74.9,95,Y,Core LIMS,2025-02-03 00:00:00,1.0,Validated,QC_Logs,Review,2700.0,400,0,8,0,1.3,2025-03-21,12800,DRAFT,66.1,292f8b647b6428a843653f549c7a1812,s3://ga-tech-datasets/genome-center-e/RUN_ZMXHJA7.fastq.gz,Mapped
Genomics Core B,ONT PromethION,NovaSeq 6000 S4,RUN_XXB05W0,OP_0Q5G,Metagenomics Shotgun,v2.1,Illumina V3 Kit,Organoid,S_HOSBZSHL7,Pass,89.8,94.3,7.0,41.1,94,Y,Sample Form,2025-04-18 00:00:00,2.1,In Review,Protocol_Benchmarks,Ready,4800.0,400,0,8,0,1.11,2025-01-10,4200,PENDING,85.9,9302c96f6e5014226f33f3d9e8939af1,s3://ga-tech-datasets/genomics-core-b/RUN_XXB05W0.fastq.gz,Mapped
Genomics Core B,Illumina NovaSeq,NovaSeq 6000 S4,RUN_PELKU6F,OP_B6MH,WGS PCR-Free,v2.1,QIAseq FX,Mouse,S_MJNB9F4F2,Pass,83.1,86.1,6.3,63.1,92,Y,QC Pipeline,2025-02-17 00:00:00,2.9,Validated,QC_Logs,Pending,4800.0,151,151,8,10,0.96,2025-01-27,4200,COMPLETED,51.9,20c1e54fb8eca5fbff85ff1a9bf4fa18,s3://ga-tech-datasets/genomics-core-b/RUN_PELKU6F.fastq.gz,Mapped
Genome Center D,ONT PromethION,PromethION R10.4,RUN_F16J0KD,OP_UK3I,RNA-Seq PolyA,v1.0,Illumina V3 Kit,Organoid,S_WYB9UDOSE,Pass,85.5,87.2,2.5,91.0,94,Y,QC Pipeline,2025-05-06 00:00:00,2.2,Validated,QC_Logs,Pending,2600.0,400,0,8,0,0.61,2025-07-25,1800,COMPLETED,41.2,2fce966f2e69a122c191cf637bba9a33,s3://ga-tech-datasets/genome-center-d/RUN_F16J0KD.fastq.gz,Mapped
Genome Center E,ONT PromethION,NextSeq 2000 P4,RUN_6BU39XM,OP_K6H0,Metagenomics Shotgun,v2.1,QIAseq FX,Organoid,S_QX38N94VA,Pass,92.8,97.2,6.7,97.6,96,Y,Core LIMS,2025-04-04 00:00:00,3.5,In Review,QC_Logs,Review,8500.0,400,0,8,0,0.55,2025-03-31,1800,COMPLETED,41.3,e9da79b27b112936240c728ede6554e2,s3://ga-tech-datasets/genome-center-e/RUN_6BU39XM.fastq.gz,Mapped
Genomics Core B,ONT PromethION,NextSeq 2000 P4,RUN_P643PW9,OP_HIQ6,Targeted Panel v2,v1.0,Rapid Barcoding 24,Human,S_U2LET2DQF,Fail,75.8,77.8,7.4,52.3,92,Y,QC Pipeline,2025-07-03 00:00:00,3.2,In Review,QC_Logs,Review,2500.0,400,0,8,0,0.66,2025-05-21,3200,SUBMITTED,124.5,dedad0d8f1e918018d14680a7f471ed5,s3://ga-tech-datasets/genomics-core-b/RUN_P643PW9.fastq.gz,Mapped
Genome Center E,Illumina NextSeq,NovaSeq 6000 S4,RUN_IECWVMM,OP_J7QK,Targeted Panel v2,v3.3,QIAseq FX,Mouse,S_8LBBADH3G,Pass,99.8,99.2,6.4,96.1,95,Y,Core LIMS,2025-04-14 00:00:00,2.5,Validated,Protocol_Benchmarks,Review,4500.0,151,151,12,10,0.84,2025-06-26,3200,PENDING,41.2,7d433b312fdf477809044aeb6882fe31,s3://ga-tech-datasets/genome-center-e/RUN_IECWVMM.fastq.gz,Mapped
Genome Center E,Illumina NovaSeq,NovaSeq 6000 S4,RUN_0WLAD6F,OP_MBNB,WGS PCR-Free,v3.3,Nextera XT,Organoid,S_3YWRUZQYI,Pass,94.9,97.7,5.9,49.2,92,Y,Instrument Log,2025-02-01 00:00:00,3.3,In Review,Genomics,Review,5700.0,151,151,10,12,0.36,2025-03-22,9600,DRAFT,63.4,2a01a210b54a287a9a32807adaf873ac,s3://ga-tech-datasets/genome-center-e/RUN_0WLAD6F.fastq.gz,Mapped
Genomics Core C,ONT PromethION,PromethION R10.4,RUN_FV41QJO,OP_HPTX,WGS PCR-Free,v2.1,Illumina V3 Kit,Mouse,S_WG7DEWJ4C,Pass,89.3,92.6,1.3,53.7,93,Y,Instrument Log,2025-02-04 00:00:00,3.0,Validated,Genomics,Ready,3700.0,400,0,8,0,1.18,2025-04-06,4200,PENDING,104.1,510aa10a664bb018922a71913b31f38d,s3://ga-tech-datasets/genomics-core-c/RUN_FV41QJO.fastq.gz,Mapped
Genomics Core C,ONT PromethION,PromethION R10.4,RUN_5B8SCWN,OP_PJ8U,WGS PCR-Free,v2.1,QIAseq FX,Organoid,S_906R7EKIZ,Pass,83.3,87.0,0.6,16.4,91,N,Core LIMS,2025-06-08 00:00:00,2.7,Validated,QC_Logs,Pending,4400.0,400,0,8,0,0.69,2025-03-31,1800,PENDING,30.0,fc5d0538ecf2cb711e4af73732c5ab88,s3://ga-tech-datasets/genomics-core-c/RUN_5B8SCWN.fastq.gz,Mapped
Genome Center D,Illumina NovaSeq,NextSeq 2000 P4,RUN_LKRZO94,OP_XODH,Metagenomics Shotgun,v3.3,QIAseq FX,Organoid,S_4VC58QT3F,Fail,81.0,82.6,6.0,54.5,97,Y,Sample Form,2025-02-22 00:00:00,3.6,Validated,QC_Logs,Ready,7100.0,151,151,8,8,1.36,2025-08-17,6400,PENDING,49.3,28c33bf6d29f78289f35af3bea634027,s3://ga-tech-datasets/genome-center-d/RUN_LKRZO94.fastq.gz,Unmapped
Genomics Core A,Illumina NovaSeq,NovaSeq 6000 S4,RUN_L7KUM4M,OP_NWM8,Metagenomics Shotgun,v3.3,Nextera XT,Human,S_ONTRY44YN,Fail,70.7,74.7,5.2,55.5,100,Y,Instrument Log,2025-04-26 00:00:00,1.9,Validated,Protocol_Benchmarks,Review,4800.0,151,151,12,12,0.53,2025-10-02,3200,COMPLETED,33.3,20b129eb02bb6febbc2bf3054f7afcbf,s3://ga-tech-datasets/genomics-core-a/RUN_L7KUM4M.fastq.gz,Mapped
Genomics Core B,ONT PromethION,PromethION R10.4,RUN_UMSO91X,OP_LM7Y,Metagenomics Shotgun,v1.0,Rapid Barcoding 24,Human,S_T2MRQZ6XW,Pass,93.3,99.4,4.6,33.7,95,Y,QC Pipeline,2025-03-25 00:00:00,1.3,Validated,Genomics,Review,7400.0,400,0,8,0,1.25,2025-02-13,1800,SUBMITTED,52.1,b3b55a50f9aca9c4db22eef1edc78608,s3://ga-tech-datasets/genomics-core-b/RUN_UMSO91X.fastq.gz,Mapped
Genomics Core A,Illumina NextSeq,NovaSeq 6000 S4,RUN_FJ06L2F,OP_4K90,WGS PCR-Free,v3.3,Rapid Barcoding 24,Organoid,S_T403D3J3L,Pass,85.7,89.2,3.4,82.6,94,Y,Instrument Log,2025-02-10 00:00:00,3.4,Validated,Genomics,Review,4900.0,151,151,12,10,1.11,2025-05-09,9600,COMPLETED,93.3,33070dec428a0d7d1670be86a55c946d,s3://ga-tech-datasets/genomics-core-a/RUN_FJ06L2F.fastq.gz,Mapped
Genomics Core C,Illumina NovaSeq,NovaSeq 6000 S4,RUN_46JM3YR,OP_CQXP,RNA-Seq PolyA,v3.3,Nextera XT,Mouse,S_7NBVSUF48,Pass,98.1,100.0,7.4,81.3,92,Y,QC Pipeline,2025-04-01 00:00:00,1.1,Validated,QC_Logs,Review,5500.0,151,151,10,12,1.65,2025-09-17,4200,PENDING,75.3,81db4fff6ecd843f8e881681293b7616,s3://ga-tech-datasets/genomics-core-c/RUN_46JM3YR.fastq.gz,Mapped
Genomics Core B,Illumina NextSeq,NextSeq 2000 P4,RUN_2GQWMI3,OP_X07Z,Metagenomics Shotgun,v2.1,Illumina V3 Kit,Mouse,S_ICT8YDBXM,Pass,89.2,91.8,6.5,65.4,95,Y,Sample Form,2025-03-12 00:00:00,1.1,Validated,QC_Logs,Review,3900.0,151,151,12,12,1.57,2025-02-24,12800,DRAFT,46.6,8940efe492e07dbd710207026ba0e856,s3://ga-tech-datasets/genomics-core-b/RUN_2GQWMI3.fastq.gz,Mapped
Genomics Core C,ONT PromethION,NextSeq 2000 P4,RUN_RIGGK3T,OP_GE2S,WGS PCR-Free,v1.0,Nextera XT,Organoid,S_MSOBOBP59,Fail,74.7,80.6,6.1,97.5,94,Y,QC Pipeline,2025-03-08 00:00:00,1.2,Validated,QC_Logs,Review,3600.0,400,0,8,0,0.96,2025-03-17,4200,PENDING,17.7,d736125351913f0484526c9ebc699d86,s3://ga-tech-datasets/genomics-core-c/RUN_RIGGK3T.fastq.gz,Mapped
Genomics Core A,ONT PromethION,NovaSeq 6000 S4,RUN_Q6W0UHI,OP_0YZ4,RNA-Seq PolyA,v1.0,QIAseq FX,Human,S_7G07TPW9O,Pass,93.7,95.3,6.6,61.8,95,Y,Sample Form,2025-06-17 00:00:00,1.3,In Review,Genomics,Ready,3600.0,400,0,8,0,0.85,2025-06-15,6400,PENDING,66.3,1d6ca0a734a19d100bdf070549ec1344,s3://ga-tech-datasets/genomics-core-a/RUN_Q6W0UHI.fastq.gz,Mapped
Genomics Core A,ONT PromethION,PromethION R10.4,RUN_161OLPX,OP_ULAW,WGS PCR-Free,v2.1,Nextera XT,Human,S_WJRJ40DA3,Pass,93.7,96.7,6.7,56.3,95,Y,Core LIMS,2025-07-18 00:00:00,1.0,In Review,QC_Logs,Review,4800.0,400,0,8,0,1.09,2025-07-26,12800,COMPLETED,87.0,59bfb426cf6201a9a062594a487629fa,s3://ga-tech-datasets/genomics-core-a/RUN_161OLPX.fastq.gz,Mapped
Genome Center D,Illumina NovaSeq,NovaSeq 6000 S4,RUN_ZW603DT,OP_Z0EL,WGS PCR-Free,v3.3,Illumina V3 Kit,Human,S_H4FE1CPHN,Pass,93.9,97.3,4.6,60.2,94,Y,Instrument Log,2025-03-16 00:00:00,3.0,Validated,Protocol_Benchmarks,Review,5900.0,151,151,12,12,0.71,2025-02-05,3200,SUBMITTED,45.2,bc0c3afe6d923fee65c0e9a7fb08d1b3,s3://ga-tech-datasets/genome-center-d/RUN_ZW603DT.fastq.gz,Mapped
Genomics Core A,Illumina NovaSeq,NovaSeq 6000 S4,RUN_JYYYSP0,OP_KU3U,Targeted Panel v2,v1.0,Illumina V3 Kit,Organoid,S_SC3PJUCVX,Fail,78.6,82.8,4.3,43.4,95,Y,Core LIMS,2025-02-15 00:00:00,3.7,Validated,Genomics,Review,2900.0,151,151,12,8,0.85,2025-03-01,9600,DRAFT,48.8,8e700be4e708f4fa6b61d59b1b587c31,s3://ga-tech-datasets/genomics-core-a/RUN_JYYYSP0.fastq.gz,Mapped
Genome Center E,ONT PromethION,NextSeq 2000 P4,RUN_2IMO42O,OP_BO72,Metagenomics Shotgun,v2.1,Illumina V3 Kit,Organoid,S_KMNT8BSMG,Fail,82.2,84.4,5.5,55.3,95,Y,QC Pipeline,2025-04-17 00:00:00,1.7,In Review,QC_Logs,Review,4700.0,400,0,8,0,1.14,2025-04-11,1800,SUBMITTED,82.1,613adb5d62c85ab3180a739663ae93d1,s3://ga-tech-datasets/genome-center-e/RUN_2IMO42O.fastq.gz,Mapped
Genomics Core A,Illumina NextSeq,NextSeq 2000 P4,RUN_6YRJN6Q,OP_SY1C,Metagenomics Shotgun,v1.0,Illumina V3 Kit,Organoid,S_FGTC41KZC,Pass,95.7,96.1,4.9,31.4,97,Y,Core LIMS,2025-04-17 00:00:00,3.5,Validated,Protocol_Benchmarks,Ready,4700.0,151,151,8,8,1.08,2025-04-07,1800,DRAFT,79.9,40d08339c024f02650892b0b433d8b30,s3://ga-tech-datasets/genomics-core-a/RUN_6YRJN6Q.fastq.gz,Mapped
Genomics Core A,ONT PromethION,NovaSeq 6000 S4,RUN_0P2YKAE,OP_YG8B,Targeted Panel v2,v2.1,Rapid Barcoding 24,Human,S_6929680NH,Fail,83.7,84.9,0.6,52.4,93,Y,QC Pipeline,2025-04-24 00:00:00,3.8,In Review,QC_Logs,Pending,2600.0,400,0,8,0,1.17,2025-05-03,12800,SUBMITTED,99.0,075cc466aaa05f5230c0961ebdeeb8b7,s3://ga-tech-datasets/genomics-core-a/RUN_0P2YKAE.fastq.gz,Mapped
Genomics Core A,ONT PromethION,NovaSeq 6000 S4,RUN_F0YCIYE,OP_WN4W,Metagenomics Shotgun,v1.0,Nextera XT,Human,S_3XWKU41VL,Fail,80.1,82.6,4.5,60.4,96,N,Instrument Log,2025-02-07 00:00:00,3.4,In Review,Genomics,Review,4600.0,400,0,8,0,1.13,2025-05-04,12800,COMPLETED,19.1,2670de67d7b84c33bbfb0d6092671d8f,s3://ga-tech-datasets/genomics-core-a/RUN_F0YCIYE.fastq.gz,Mapped
Genome Center D,ONT PromethION,NextSeq 2000 P4,RUN_D7NLQUP,OP_4542,Targeted Panel v2,v1.0,QIAseq FX,Human,S_SU8ISV616,Pass,97.8,98.0,3.5,68.6,94,Y,Core LIMS,2025-03-27 00:00:00,1.0,In Review,QC_Logs,Ready,3500.0,400,0,8,0,1.08,2025-07-03,9600,COMPLETED,79.4,79c3e2fa8398fd766600c46b95c27181,s3://ga-tech-datasets/genome-center-d/RUN_D7NLQUP.fastq.gz,Mapped
Genomics Core C,ONT PromethION,PromethION R10.4,RUN_5OOUZHW,OP_GGR1,Metagenomics Shotgun,v3.3,Illumina V3 Kit,Mouse,S_HEWVS21WZ,Pass,97.8,100.0,5.6,59.6,97,Y,Instrument Log,2025-04-06 00:00:00,2.7,In Review,Genomics,Pending,6300.0,400,0,8,0,1.2,2025-09-18,12800,DRAFT,48.6,fa3958281298406eb0f6904c521ed0ed,s3://ga-tech-datasets/genomics-core-c/RUN_5OOUZHW.fastq.gz,Mapped
